,Price,4G,Reporter,Crew Duration,edit duration,DayOfWeek,Report Duration (seconds),Client_bbc arabic,Client_beirutsat,Client_bloomberg asharq,Client_byblos medya,Client_newstime,Client_priyanka cgtn,Client_russia today,Truck_Nissan Sunny,Truck_Nissan X.Trail,Truck_Renault Duster,Truck_Suzuki Cias,Truck_other Truck,Others Acces_No Acces,Others Acces_Pro-X,Others Acces_Torch,Format_MP4-HD,Format_MXF,Format_MXF OP1A,Format_MXF-HD 50i,Format_No format
83,300,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
84,265,0,1,260,120,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
85,265,0,1,260,105,0,134,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
86,265,0,1,120,75,0,140,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
87,280,0,1,30,120,0,195,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
88,285,1,0,300,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
89,350,0,0,460,45,1,514,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
90,250,0,1,510,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
91,300,0,1,580,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
92,180,0,0,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
93,265,0,0,165,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
94,50,0,0,0,30,1,594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
95,350,0,0,210,216,2,885,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
96,265,0,1,405,105,2,143,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
97,250,0,1,345,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
98,280,0,1,400,90,2,195,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
99,285,0,1,125,20,2,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
100,180,0,0,180,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
101,50,0,0,0,75,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
102,50,0,1,0,120,2,162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
103,50,0,1,0,180,2,184,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
104,40,0,1,0,120,2,150,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
105,350,0,0,195,60,3,814,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
106,250,0,1,150,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
107,265,0,1,330,120,4,150,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
108,265,0,1,150,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
109,285,0,0,270,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
110,250,0,1,570,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
111,265,0,1,60,20,5,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
112,280,0,1,60,120,5,135,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
113,180,0,0,120,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,50,0,1,0,120,5,181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
115,50,0,1,0,120,6,148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
116,180,0,1,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
117,285,0,1,160,90,0,1026,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
118,50,0,1,0,150,0,235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
119,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
120,150,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
121,150,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
122,150,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
123,150,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
124,150,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
125,150,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
127,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
128,150,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
129,150,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130,150,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
131,150,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
133,350,0,0,160,30,1,567,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
134,285,1,0,255,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
135,285,1,0,390,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
136,180,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
137,50,0,1,0,105,1,138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
138,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
139,350,0,0,150,30,2,771,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
140,265,0,1,340,120,2,146,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
141,265,0,1,60,15,2,75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
142,280,0,1,445,120,2,195,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
143,180,0,0,120,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
144,50,0,1,0,240,2,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
145,265,0,1,180,90,3,139,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
146,180,0,1,265,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
147,50,0,1,0,120,3,237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
148,265,0,1,480,120,4,588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149,265,0,1,330,90,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
150,280,0,1,45,90,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
151,250,0,1,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
152,180,0,0,165,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
153,265,0,1,200,110,0,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
154,265,0,1,390,90,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
155,180,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
156,1000,0,0,415,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
157,1000,0,0,415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
158,350,0,0,120,20,1,96,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
159,265,0,1,90,15,1,244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,280,0,1,30,120,1,170,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
161,50,0,1,0,180,1,1680,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
162,265,0,1,135,150,2,148,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
163,265,0,1,180,120,2,138,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
164,280,0,1,180,110,2,128,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
165,230,0,1,60,30,2,133,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
166,265,0,0,165,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
167,300,0,0,150,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
168,265,0,1,330,75,3,141,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
169,265,0,1,280,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
170,280,0,1,90,90,3,188,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
171,50,0,1,0,30,3,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
172,265,0,1,75,20,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
173,250,0,1,270,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
174,230,0,0,180,288,4,188,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
175,280,0,1,60,75,4,116,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
176,40,0,1,0,120,4,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
177,265,0,1,210,80,5,163,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
178,50,0,1,0,75,5,178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
179,300,0,0,150,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
180,250,0,0,165,45,0,151,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
181,265,0,1,390,60,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
182,265,0,1,240,120,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
183,280,0,1,180,25,0,87,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
184,285,0,1,230,648,0,895,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
185,265,0,1,180,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
186,180,0,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
187,180,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
188,350,0,0,120,90,1,476,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
189,265,0,1,315,115,1,137,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
190,250,0,1,330,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
191,265,0,1,135,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
192,250,0,1,150,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
193,280,0,1,165,120,2,185,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
194,300,0,1,225,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
195,50,0,1,0,100,2,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
196,40,0,1,0,120,2,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
197,280,0,1,150,90,3,182,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
198,50,0,1,0,0,3,187,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
199,50,0,1,0,60,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
200,265,0,1,90,20,4,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
201,180,0,0,60,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
202,265,0,1,210,120,5,153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
203,280,0,1,60,90,5,144,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
204,180,0,0,60,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
205,265,0,1,360,90,6,169,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
206,265,0,1,235,120,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
207,250,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
208,180,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
209,40,0,1,0,150,0,240,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
210,350,0,0,465,216,1,494,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
211,285,0,0,105,90,1,926,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
212,265,0,0,105,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
213,50,0,1,0,120,1,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
214,50,0,1,0,120,1,152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
215,300,0,0,180,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
216,400,0,0,165,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
217,265,0,1,340,120,2,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
218,250,0,1,110,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
219,280,0,1,165,432,2,124,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
220,285,0,0,430,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
221,250,0,1,75,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
222,180,0,0,350,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
223,280,0,0,45,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
224,40,0,1,0,120,3,210,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
225,300,0,0,435,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
226,285,0,0,120,70,4,2318,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
227,50,0,0,0,30,4,219,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
228,400,0,0,240,30,5,688,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
229,265,0,1,60,20,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
230,250,0,1,330,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
231,250,0,1,230,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
232,180,0,0,90,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
233,280,0,1,160,30,6,109,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
234,50,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
235,350,0,0,465,70,0,665,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
236,250,0,1,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
237,250,0,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
238,180,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
239,285,0,0,255,60,0,563,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
240,285,0,0,150,40,0,2850,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
241,50,0,0,0,30,0,454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
242,50,0,0,0,25,0,582,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
243,350,0,0,165,60,1,1357,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
244,50,0,0,0,150,1,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
245,50,0,1,0,120,1,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
246,50,0,0,0,30,1,353,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
247,350,0,0,120,30,2,528,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
248,400,0,0,210,30,2,810,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
249,265,0,1,225,90,2,161,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
250,250,0,1,360,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
251,280,0,1,90,30,2,71,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
252,265,0,1,150,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
253,50,0,1,0,120,2,157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
254,40,0,1,0,120,2,195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
255,350,0,0,75,432,3,60,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
256,250,0,1,360,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
257,285,0,1,240,120,3,131,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
258,350,0,0,180,60,4,552,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
259,250,0,1,120,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
260,630,1,0,225,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
261,180,0,0,90,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
262,50,0,1,0,210,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
263,265,0,1,180,1330,6,180,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
264,265,0,1,255,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
265,350,0,0,100,30,0,226,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
266,265,0,1,370,120,0,176,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
267,250,0,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
268,50,0,1,0,150,0,945,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
269,350,0,0,605,432,1,1127,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
270,250,0,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
271,100,0,1,385,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
272,285,0,0,315,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
273,230,0,0,360,120,1,213,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
274,300,0,1,270,120,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
275,100,0,1,390,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
276,280,0,1,75,75,2,177,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
277,230,0,0,210,30,2,138,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
278,285,1,1,435,0,2,124,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
279,40,0,0,0,90,2,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
280,250,0,1,185,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
281,40,0,1,0,135,4,188,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
282,265,0,1,150,100,5,141,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
283,250,0,1,300,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
284,280,0,1,180,110,5,203,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
285,265,0,1,240,95,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
286,265,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
287,280,0,1,185,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
288,265,0,1,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
289,650,0,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
290,650,0,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
291,40,0,1,0,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,265,0,1,400,105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
293,265,0,1,180,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
294,180,0,0,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
295,250,0,1,300,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
296,285,0,0,210,30,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
297,50,0,1,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298,250,0,1,200,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
299,280,0,1,120,105,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
300,265,0,1,180,100,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
301,285,0,1,120,120,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
302,50,0,1,0,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
303,265,0,1,230,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
304,180,0,0,60,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
305,265,0,1,210,120,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
306,265,0,1,185,120,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
307,280,0,1,70,0,6,139,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
308,300,0,1,480,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
309,180,0,0,150,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
310,350,0,0,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
311,265,0,1,360,110,0,162,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
312,280,0,1,150,60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
313,180,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
314,50,0,1,0,0,0,177,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
315,250,0,1,270,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
316,250,0,1,435,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
317,265,0,1,360,120,2,166,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
318,180,0,0,120,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
319,50,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
320,40,0,1,0,105,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
321,350,0,0,120,60,3,615,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
322,265,0,1,180,15,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
323,50,0,1,0,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
324,300,0,0,90,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
325,265,0,1,435,90,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
326,180,0,0,100,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
327,250,0,1,220,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
