,Price,4G,Reporter,Crew Duration,edit duration,DayOfWeek,Report Duration (seconds),Client_bbc arabic,Client_beirutsat,Client_bloomberg asharq,Client_byblos medya,Client_newstime,Client_priyanka cgtn,Client_russia today,Truck_Nissan Sunny,Truck_Nissan X.Trail,Truck_Renault Duster,Truck_Suzuki Cias,Truck_other Truck,Others Acces_No Acces,Others Acces_Pro-X,Others Acces_Torch,Format_MP4-HD,Format_MXF,Format_MXF OP1A,Format_MXF-HD 50i,Format_No format
29,180,0,0,135,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30,40,0,1,0,60,0,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,265,0,0,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,265,0,1,280,120,1,153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
33,250,0,1,270,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
34,180,0,0,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,280,0,1,60,90,1,148,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
36,250,0,1,190,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
37,265,0,1,220,75,2,143,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
38,285,0,1,330,105,2,185,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
39,50,0,1,0,105,2,148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40,40,0,1,0,60,2,225,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,350,0,0,60,30,3,89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,265,0,1,255,120,3,188,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43,285,1,1,395,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
44,280,1,1,585,90,3,153,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
45,180,0,0,220,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
46,50,0,0,0,432,3,402,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47,40,0,1,0,75,3,166,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48,250,0,1,120,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
49,265,0,1,90,120,4,155,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
50,285,0,1,190,0,4,184,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
51,265,0,1,140,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
52,180,0,0,120,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53,50,0,1,0,120,5,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,280,0,1,60,60,6,210,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
55,180,0,0,60,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
56,50,0,1,0,105,6,157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57,265,0,1,520,120,0,152,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
58,265,0,1,90,20,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
59,180,0,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
60,350,0,0,330,216,1,616,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
61,265,0,1,370,80,1,135,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
62,350,0,0,60,30,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
63,250,0,1,570,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
64,250,0,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
65,280,0,1,120,60,2,186,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
66,180,0,1,60,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,50,0,1,0,95,2,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
68,250,0,1,505,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
69,250,0,1,75,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
70,280,0,1,270,0,3,125,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
71,285,1,0,385,90,3,261,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
72,50,0,1,0,120,3,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
73,350,0,0,75,432,4,244,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
74,265,0,1,120,20,4,187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,50,0,1,0,90,4,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
76,50,0,1,0,110,4,158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
77,100,0,0,0,480,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
78,265,0,1,480,120,5,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
79,230,0,0,90,30,5,88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80,265,0,1,180,105,6,158,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
81,280,0,1,60,60,6,148,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
82,40,0,1,0,100,6,210,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
